S No,Slot,Course Code,Course Description,Course Credit,L,T,P,Course Co-Ordinator,Registered
561,J,TTL311,HIGH PERFORMANCE AND SPECIALTY FIBRES,3,3,0,0,ASHWINI K AGRAWAL,11
562,N,TTN110,INTRODUCTION TO TEXTILE TECHNOLOGY,2,0,0,4,S M ISHTIAQUE,59
563,P,TTP711,POLYMER & FIBRE CHEMISTRY LABORATORY,1.5,0,0,3,MANJEET JASSAL,4
564,P,TTP712,POLYMER & FIBRE PHYSICS LABORATORY,1.5,0,0,3,MANGALA JOSHI,4
565,P,TTS891,INDEPENDENT STUDY,3,0,3,0,R CHATTOPADHYAY,1
566,P,TTT410,PRACTICAL TRAINING,0,0,0,0,====,42
567,P,TTL761,COSTING PROJECT FORMULATION AND APPRAISAL,3,2,1,0,B KBEHERA,17
568,P,TTD893,MAJOR PROJECT PART-I,6,0,0,12,APURBA DAS,20
569,P,TTD412,MAJOR PROJECT PART 2 (TT),7,0,0,14,DIPAYAN DAS,2
570,P,TTD891,MAJOR PROJECT PART-I,6,0,0,12,KUSHAL SEN,11
571,P,TTC410,COLLOQUIUM (TT),3,0,3,0,SAMRAT MUKHOPADHYAY,42
572,P,TTD411,MAJOR PROJECT PART 1 (TT),3,0,0,6,DIPAYAN DAS,40
573,B,CRL722,RF AND MICROWAVE SOLID STATE DEVICES,3,3,0,0,SUDHIR CHANDRA,43
574,B,CRL733,SELECTED TOPICS IN RFDT-III,3,3,0,0,ANANJAN BASU,6
575,C,CRL711,CAD OF RF AND MICROWAVE DEVICES,4,3,0,2,S K KAUL,23
576,D,CRL707,HUMAN & MACHINE SPEECH COMMUNICATION,3,3,0,0,ARUN KUMAR,10
577,D,CRL713,FUNDAMENTAL OF RF ELECTRONICS,3,2,0,2,B S PANWAR,29
578,E,CRL731,SELECTED TOPICS IN RFDT-I,3,3,0,0,RAJENDRA BAHL,5
579,F,CRL715,RADIATING SYSTEM FOR RF COMMUNICATION,3,3,0,0,MAHESH P ABEGAONKAR,12
580,P,CRD811,MAJOR PROJECT PART-I,6,0,0,12,RAJENDRA BAHL,10
581,A,ASL703,PHYSICS OF ATMOSPHERE AND OCEAN,3,3,0,0,S K DASH,6
582,A,ASL850,NUMERICAL MODELLING OF THE ATMOSPHERIC PROCESSES,3,3,0,0,H C UPADHYAYA,1
583,B,ASL705,BOUNDARY LAYER METEOROLOGY AND AIR POLLUTION,3,3,0,0,U C MOHANTY,3
584,C,ASL701,DYNAMICS OF ATMOSPHERE AND OCEAN,3,3,0,0,G JAYARAMAN,8
585,D,ASL707,MATHEMATICAL & STATISTICAL METHODS IN ATMOSPHERIC,3,3,0,0,MAITHILI SHARAN,7
586,K,ASL410,NUMERICAL SIMULATION OF ATMOSPHERIC AND OCEANIC PH,4,3,0,2,KRISHNA ACHUTA RAO,57
587,K,ASL710,ATMOSHPHERIC PHYSICS,3,3,0,0,R C RAGHAVA,24
588,P,ASP751,SIMULATION LAB-I: WHETHERANALYSIS & FORECASTING,2,0,0,4,R C RAGHAVA,3
589,H,BML700,INTRODUCTION TO BASIC MEDICAL SCS FOR ENGINEERS,3,3,0,0,NIVEDTTA KARMAKAR,9
590,P,BMV850,EMERGING BIO-MEDICAL TECHNOLOGY AND HEALTH CARE,1,1,0,0,SNEH ANAND,3
591,P,BMV840,ORTHOPEDICS FOR ENGINEERS,1,1,0,0,SNEH ANAND,6
592,B,ESL330,"ENERGY, ECOLOGY AND ENVIRONMENT",4,3,1,0,T C KANDPAL,60
593,B,ESL340,NON CONVENTIONAL SOURCES OF ENERGY,4,3,0,2,G N TEWARI,60
594,C,ESL714,POWER PLANT ENGG,3,3,0,0,L M DAS,22
595,D,ESL760,HEAT TRANSFER,3,3,0,0,S C MULLICK,24
596,D,ESL860,ELECTRICAL POWER SYSTEMS ANALYSIS,3,3,0,0,R BALASUBRAMANIAM,13
597,D,ESL870,FUSION ENERGY,3,3,0,0,R P SHARMA,13
598,E,ESL732,BIOCONVERSION AND PROCESSING OF WASTE,3,3,0,0,M G DASTIDAR,12
599,F,ESL774,QUANTITATIVE METHODS FORENERGY MANAGEMENT & PLG,3,3,0,0,A GANGULI,10
600,F,ESL875,ALTERNATIVE FUELS FOR TRANSPORTATION,3,3,0,0,L M DAS,16
601,F,ESL711,FUEL TECHNOLOGY,3,3,0,0,M G DASTIDAR,68
602,H,ESL768,WIND & SMALL HYDRO ENERGY SYSTMS,3,3,0,0,T SBHATTI,62
603,J,ESL770,SOLAR ENERGY UTILIZATION,3,3,0,0,VIRESH DUTTA,17
604,K,ESL810,MHD POWER GENERATION,3,3,0,0,R P SHARMA,19
605,K,ESL850,SOLAR REFRIGERATION AND AIR CONDITIONING,3,3,0,0,S C KAUSHIK,15
606,P,JED801,MAJOR PROJECT PART-I,6,0,0,12,====,21
607,P,ESP713,ENERGY LABORATORY,3,0,0,6,G N TEWARI,21
608,X,ESL704,BASIC THERMAL ENGG,1,1,0,0,S C KAUSHIK,15
609,X,JSD801,MAJOR PROJECT PART-I,6,0,0,12,====,17
610,Y,ESL745,ENVIRONNENTAL AUDIT & IMPACT ASSESSMENT,3,3,0,0,AVINASH CHANDRA,25
611,Y,ESL712,BASIC ELECTRICAL ENGG,1,1,0,0,VIRESH DUTTA,10
612,Z,ESL777,ENVIRONMENTAL SCIENCE AND ENGINEERING,3,3,0,0,AVINASH CHANDRA,28
613,Z,ESL791,APPLIED MATHEMATICS & COMPUTATIONAL METHODS,1,1,0,0,SAT NARAIN,26
614,A,IDL721,MATERIAL & MECH DESIGN,4,3,0,2,I P SINGH,12
615,C,DIP751,COMMUNICATION & PRESENTATION SKILLS,4,1,0,6,L K DAS,21
616,D,DIL731,APPLIED ERGONOMICS,3.5,2,0,3,DINESH MOHAN,21
617,E,IDL711,INSTRUMENTATION TRANSDUCERS,3,3,0,0,D T SAHANI,32
618,F,DIP811,PRODUCT SYSTEMS SERVICES AND ENVIRONMENT,3,1,0,4,L K DAS,15
619,F,DIL711,FRAMEWORK OF DESIGN,4,2,0,4,L K DAS,20
620,F,IDL713,ADVANCED ELECTRONIC AND COMP AND CIRCUITS,3,3,0,0,A L VYAS,5
621,H,IDL731,OPTICAL COMPO. & BASIC INSTR,3,3,0,0,CHANDRA SHAKHER,29
622,J,IDL730,PHOTOCHEMICAL MACHINING,3,2,0,2,RAKESH KUMAR,8
623,P,DIR857,ANIMATION,2.5,1,0,3,L K DAS,1
624,P,DIR853,COMPUTER AIDED INDUSTRIAL DESIGN,2.5,1,0,3,SAVITA GOEL,15
625,P,DIC701,SEMINARS,1,0,0,2,L K DAS,20
626,P,DIP791,PROJECT INTERFACE DESIGN(PROJECT-I),4,0,1,6,S K ATREYA,20
627,P,DID891,PROJECT - III,8.5,0,1,15,S K ATREYA,14
628,P,DIP741,PRODUCT FORM AND AESTHETICS,3,1,0,4,L K DAS,20
629,P,JTD801,MAJOR PROJECT PART-I,6,0,0,12,A L VYAS,10
630,R,IDP703,INSTRUMENT TECHNOLOGY,3,0,0,6,N K JAIN,14
631,S,IDP705,ADVANCED INSTRUMENT TECHNOLOGY LAB,4,0,0,8,D T SAHANI,10
632,S,DIP721,EXPLORATORY PRODUCT DESIGN METHODS,3,1,0,4,S K ATREYA,20
633,V,DIP841,ADVANCED FORM STUDIES,3.5,1,0,5,S K ATREYA,14
634,V,DIP781,ENGG FUNCTION MATERIALS & PROCESSES,3,1,0,4,S K ATREYA,20
635,P,JVS802,INDEPENDENT STUDY,3,0,3,0,PREETI RANJAN PANDA,2
636,P,JOD801,MAJOR PROJECT PART-I,6,0,0,12,SUBRAT KAR,13
637,P,JOP791,FIBER OPTICS AND OPTICAL COMMUNICATIONS LAB,3,0,0,6,VINOD CHANDRA,11
638,A,ITL703,FUNDAMENTALS OF TRIBOLOGY,4,3,0,2,JAYASHREE BIJWE,6
639,B,ITL709,MAINTENANCE PLANNING & CONTROL,3,3,0,0,O P GANDHI,16
640,D,ITL810,BEARING LUBRICATION,3,2,0,2,R KPANDEY,13
641,E,ITL705,MATERIAL FOR TRIBOLOGICAL APPLICATIONS,3,3,0,0,JAYASHREE BIJWE,10
642,H,ITL752,BULK MATERIALS HANDLING,3,2,0,2,V K AGARWAL,7
643,J,ITL711,RELIABILITY AVAILABILITY AND MAINTAINABILITY(RAM),3,3,0,0,O P GANDHI,28
644,P,JID801,MAJOR PROJECT PART-I,6,0,0,12,V K AGARWAL,11
645,P,JID802,MAJOR PROJECT PART-II,12,0,0,24,V K AGARWAL,1
646,M,VEL700,HUMAN VALUES AND TECHNOLOGY,3,2,1,0,P L DHAR,21
647,C,PTL705,POLYMER CHARACTERIZATION,3,2,0,2,JOSEMON JACOB,26
648,D,PTL701,POLYMER CHEMISTRY,3,3,0,0,VEENA CHAUDHARY,26
649,E,PTL703,POLYMER PHYSICS,3,3,0,0,A K GUPTA,20
650,F,PTL707,POLYMER ENGG. & RHEOLOGY,3,3,0,0,A K GHOSH,26
651,H,PTL709,POLYMER TECHNOLOGY,3,3,0,0,S N MAITI,24
652,J,PTL724,POLYMERIC COATINGS,3,3,0,0,HARPAL SINGH,10
653,M,PTV728,SPECIAL TOPICS ON POLYMERNANOCOMPOSITES,1,1,0,0,BHABANI KUMAR SATAPATHY,15
654,P,PTP710,POLYMER SCI LAB,2,0,0,4,VEENA CHAUDHARY,19
655,P,JPD801,MAJOR PROJECT PART-I,6,0,0,12,====,14
656,B,RDL340,TECHNOLOGY AND COMMUNITY DEVELOPMENT,4,3,1,0,SANTOSH,69
657,D,RDL730,TECHNOLOGY ALTERNATIVES FOR RURAL DEVELOPMENT,3,3,0,0,VIJAYARAGHAVAN M CHARIAR,66
658,H,RDL720,RURAL INDUSTRIAL PLANNING AND MANAGEMENT,3,3,0,0,VIRENDRA KUMAR VIJAY,59
659,M,RDL740,TECHNOLOGY OF UTILIZATION OF WASTELANDS & WEEDS,3,3,0,0,ANUSHREE MALIK,25
660,P,RDP750,BIOMASS LABORATORY,3,0,0,6,SATYAWATI SHARMA,11
661,P,RDD750,MINOR PROJECT,3,3,0,0,ANUSHREE MALIK,5
662,K,SIV864,SPECIAL MODULE ON MEDIA PROCESSING & COMMUNICATION,1,1,0,0,PREM KUMAR KALRA,9
663,L,SIL802,SPECIAL TOPICS IN WEB BASED COMPUTING,3,3,0,0,HUZUR SARAN,7
664,P,SID890,MS RESEARCH PROJECT,40,0,0,80,HUZUR SARAN,3
